647.03,0.071425029,0.053568771,0.066464957,0.065472943,0.070433014,0.075393086,0.061504886,0.073409057,0.068448986,0.072417043,0.067456971,0.074401071,0.0763851,0.0763851,0.075393086,0.068448986,0.077377114
647.091,0.085259944,0.076337391,0.076337391,0.075345997,0.074354602,0.08030297,0.068406234,0.067414839,0.06344926,0.062457866,0.083277154,0.075345997,0.074354602,0.06344926,0.083277154,0.069397629,0.074354602
647.152,0.07907248,0.073142044,0.070176826,0.067211608,0.073142044,0.067211608,0.070176826,0.077095668,0.065234796,0.076107262,0.082037698,0.067211608,0.089944946,0.076107262,0.07413045,0.076107262,0.070176826
647.212,0.073421439,0.068460531,0.079374529,0.071437076,0.079374529,0.067468349,0.064491805,0.072429257,0.074413621,0.078382347,0.083343255,0.069452713,0.077390165,0.074413621,0.074413621,0.067468349,0.084335437
647.273,0.074488266,0.065549674,0.071508735,0.058597436,0.067536027,0.070515558,0.060583789,0.065549674,0.058597436,0.073495089,0.075481442,0.075481442,0.078460973,0.066542851,0.072501912,0.068529204,0.06356332
647.334,0.078255012,0.074292733,0.083207861,0.085189001,0.074292733,0.073302163,0.073302163,0.081226722,0.079245582,0.08717014,0.08717014,0.073302163,0.08816071,0.095094698,0.08816071,0.078255012,0.081226722
647.394,0.065188404,0.063212998,0.068151514,0.071114623,0.072102326,0.068151514,0.075065435,0.071114623,0.05432367,0.065188404,0.080991654,0.073090029,0.075065435,0.073090029,0.081979357,0.069139217,0.080003951
647.455,0.068113839,0.079959724,0.091805609,0.07107531,0.069100996,0.085882667,0.076998253,0.089831295,0.069100996,0.088844138,0.086869824,0.072062467,0.078972567,0.080946881,0.086869824,0.088844138,0.085882667
647.516,0.081188923,0.079208705,0.082179031,0.077228487,0.076238379,0.069307617,0.08316914,0.08316914,0.071287835,0.079208705,0.09208012,0.078218596,0.089109793,0.080198814,0.079208705,0.069307617,0.086139467
647.576,0.076489813,0.08046331,0.079469936,0.074503065,0.074503065,0.07350969,0.075496439,0.078476561,0.071522942,0.077483187,0.086423555,0.081456684,0.074503065,0.078476561,0.085430181,0.071522942,0.082450058
647.637,0.075147081,0.078113413,0.077124635,0.076135858,0.084046077,0.074158303,0.087012409,0.078113413,0.071191971,0.087012409,0.093933851,0.078113413,0.080090968,0.085034854,0.081079745,0.0830573,0.094922628
647.698,0.062350927,0.064330321,0.059381835,0.06136123,0.074227294,0.063340624,0.075216991,0.058392138,0.063340624,0.058392138,0.062350927,0.069278808,0.063340624,0.062350927,0.086103661,0.069278808,0.06828911
647.758,0.065384082,0.069346754,0.06142141,0.073309425,0.070337421,0.067365418,0.065384082,0.069346754,0.06637475,0.067365418,0.076281429,0.071328089,0.088169444,0.076281429,0.077272097,0.074300093,0.059440074
647.819,0.069357747,0.079265997,0.082238472,0.084220122,0.077284347,0.092146721,0.087192597,0.076293522,0.083229297,0.080256822,0.080256822,0.079265997,0.076293522,0.080256822,0.096110021,0.074311872,0.083229297
647.879,0.08523037,0.077301963,0.083248268,0.075319862,0.078293014,0.078293014,0.080275116,0.074328811,0.079284065,0.079284065,0.096131929,0.079284065,0.094149827,0.081266167,0.100096132,0.086221421,0.094149827
647.94,0.077246843,0.074275811,0.079227532,0.076256499,0.078237187,0.085169596,0.065362714,0.072295123,0.083188908,0.079227532,0.083188908,0.073285467,0.094082694,0.083188908,0.082198564,0.06932409,0.092102005
648,0.082081508,0.073181103,0.082081508,0.073181103,0.091970846,0.073181103,0.074170037,0.089992979,0.088015111,0.070214302,0.097904449,0.076147905,0.087026177,0.08010364,0.091970846,0.089992979,0.091970846
648.061,0.083072906,0.089006685,0.088017722,0.08406187,0.087028759,0.082083943,0.085050833,0.088017722,0.082083943,0.074172238,0.090984612,0.075161201,0.092962538,0.086039796,0.085050833,0.085050833,0.089995649
648.122,0.079156978,0.068272894,0.077178054,0.088062138,0.077178054,0.081135903,0.086083214,0.076188592,0.079156978,0.079156978,0.073220205,0.072230743,0.102904072,0.082125365,0.103893534,0.084104289,0.093009449
648.182,0.088053426,0.098936433,0.09596834,0.084095968,0.097947069,0.09596834,0.090032154,0.078159782,0.085085333,0.090032154,0.098936433,0.092010883,0.104872619,0.091021519,0.101904526,0.092010883,0.097947069
648.243,0.080148026,0.081137508,0.083116472,0.074211136,0.088063881,0.091032326,0.085095436,0.072232172,0.090042845,0.088063881,0.099937663,0.087074399,0.09301129,0.094990254,0.091032326,0.080148026,0.097958699
648.303,0.08014089,0.086077252,0.092013614,0.084098464,0.092013614,0.087066646,0.081130283,0.089045433,0.086077252,0.088056039,0.093003008,0.089045433,0.09102422,0.085087858,0.086077252,0.076183315,0.09102422
648.364,0.085246422,0.083263947,0.081281472,0.084255184,0.088220134,0.083263947,0.087228897,0.082272709,0.086237659,0.083263947,0.098132509,0.07434281,0.097141271,0.080290234,0.089211371,0.083263947,0.093176321
648.424,0.08107253,0.091948114,0.080083841,0.085027288,0.086015977,0.073163015,0.086015977,0.077117773,0.086015977,0.084038598,0.086015977,0.077117773,0.088982045,0.069208258,0.093925492,0.088982045,0.101835008
648.484,0.080212315,0.077241489,0.074270662,0.085163693,0.080212315,0.078231764,0.083183142,0.074270662,0.07922204,0.074270662,0.089124795,0.078231764,0.093085896,0.080212315,0.096056723,0.066348458,0.088134519
648.545,0.082018242,0.078065555,0.092888129,0.085970928,0.083006413,0.070160183,0.076089212,0.078065555,0.078065555,0.074112869,0.088935443,0.077077384,0.095852644,0.084982756,0.084982756,0.08103007,0.09980533
648.605,0.084985276,0.080044271,0.082020673,0.084985276,0.095855486,0.086961678,0.079056071,0.075103267,0.083008874,0.084985276,0.085973477,0.07806787,0.096843686,0.082020673,0.096843686,0.07806787,0.091902682
648.666,0.084949179,0.076059148,0.080998054,0.084949179,0.076059148,0.068156899,0.084949179,0.071120243,0.080998054,0.082973616,0.09482699,0.071120243,0.09482699,0.080998054,0.097790334,0.076059148,0.09482699
648.726,0.081041282,0.083017898,0.080052973,0.085982823,0.08202959,0.079064665,0.066216657,0.08202959,0.079064665,0.075111432,0.090924365,0.078076357,0.092900981,0.085982823,0.102784065,0.069181582,0.090924365
648.786,0.093996121,0.089048957,0.093006689,0.102901017,0.092017256,0.101911584,0.093006689,0.075196897,0.088059524,0.093006689,0.11774251,0.081133494,0.122689674,0.102901017,0.094985554,0.088059524,0.102901017
648.847,0.07224218,0.082138369,0.083127987,0.077190274,0.088076082,0.083127987,0.084117606,0.087086463,0.088076082,0.075211036,0.108858079,0.079169512,0.095993033,0.076200655,0.093024176,0.085107225,0.095993033
648.907,0.070283808,0.081172849,0.093051802,0.084142587,0.090082064,0.077213198,0.072263634,0.076223285,0.077213198,0.086122413,0.088102238,0.083152674,0.104930756,0.093051802,0.106910581,0.079193023,0.096021541
648.968,0.094856036,0.113629627,0.111653459,0.09584412,0.106713041,0.09584412,0.10374879,0.101772622,0.108689208,0.108689208,0.12252238,0.113629627,0.116593878,0.096832204,0.126474715,0.089915618,0.110665376
