     1.5849  4.2782e-10
     1.5933  1.0521e-09
     1.6018  3.3346e-09
     1.6103  1.1327e-08
     1.6188  2.9170e-08
     1.6274  2.6598e-08
     1.6360  2.5991e-08
     1.6447  2.4253e-08
     1.6534  2.3700e-08
     1.6622  2.4253e-08
     1.6710  2.5991e-08
     1.6799  2.6598e-08
     1.6888  2.5991e-08
     1.6978  2.3700e-08
     1.7068  2.2115e-08
     1.7159  1.9706e-08
     1.7250  1.8817e-08
     1.7341  1.7559e-08
     1.7433  1.7158e-08
     1.7526  1.7559e-08
     1.7619  1.8817e-08
     1.7712  2.0166e-08
     1.7806  2.1118e-08
     1.7901  2.2631e-08
     1.7996  2.3160e-08
     1.8091  2.2115e-08
     1.8187  2.0636e-08
     1.8284  1.8388e-08
     1.8381  1.7158e-08
     1.8478  1.6011e-08
     1.8577  1.5645e-08
     1.8675  1.6384e-08
     1.8774  1.7158e-08
     1.8874  1.8388e-08
     1.8974  1.9706e-08
     1.9075  2.0636e-08
     1.9176  2.0636e-08
     1.9278  2.0166e-08
     1.9380  1.7559e-08
     1.9483  1.6011e-08
     1.9586  1.4599e-08
     1.9690  1.3312e-08
     1.9795  1.2422e-08
     1.9900  1.2712e-08
     2.0006  1.3312e-08
     2.0112  1.4599e-08
     2.0218  1.6384e-08
     2.0326  1.7559e-08
     2.0434  1.8817e-08
     2.0542  1.8817e-08
     2.0651  1.7559e-08
     2.0761  1.6011e-08
     2.0871  1.4266e-08
     2.0982  1.3009e-08
     2.1093  1.2139e-08
     2.1205  1.1327e-08
     2.1317  1.1068e-08
     2.1431  1.1591e-08
     2.1544  1.2712e-08
     2.1659  1.3941e-08
     2.1774  1.4599e-08
     2.1889  1.5645e-08
     2.2005  1.6011e-08
     2.2122  1.6011e-08
     2.2240  1.4940e-08
     2.2358  1.3312e-08
     2.2476  1.0569e-08
     2.2596  7.4773e-09
     2.2715  5.8013e-09
     2.2836  4.8235e-09
     2.2957  3.1842e-09
     2.3079  3.0406e-09
     2.3202  3.0406e-09
     2.3325  3.1842e-09
     2.3448  3.9191e-09
     2.3573  3.9191e-09
     2.3698  4.0106e-09
     2.3824  4.2000e-09
     2.3950  4.3983e-09
     2.4077  4.6060e-09
     2.4205  4.3983e-09
     2.4334  4.1042e-09
     2.4463  3.2586e-09
