     0.1882  1.7095e-09
     0.1905  1.1832e-09
     0.1929  5.3777e-10
     0.1953  3.1789e-10
     0.4109  1.0540e-10
     0.4160  1.1162e-10
     0.4212  1.1756e-10
     0.4265  1.2340e-10
     0.4318  1.2717e-10
     0.4372  1.3006e-10
     0.4426  1.3708e-10
     0.4481  1.3397e-10
     0.4537  1.3708e-10
     0.4594  1.4448e-10
     0.4651  1.6050e-10
     0.4709  1.7367e-10
     0.4768  1.7367e-10
     0.4827  1.7367e-10
     0.4888  1.7830e-10
     0.4949  1.8726e-10
     0.5010  1.8726e-10
     0.5073  1.9806e-10
     0.5136  1.9806e-10
     0.5200  1.9806e-10
     0.5265  2.0334e-10
     0.5331  2.0258e-10
     0.5397  2.1361e-10
     0.5465  2.3190e-10
     0.5533  2.7874e-10
     0.5602  3.2636e-10
     0.5672  3.7220e-10
     0.5742  3.9229e-10
     0.5814  4.7154e-10
     0.5886  5.2309e-10
     0.5960  5.9654e-10
     0.6034  6.9839e-10
     0.6109  8.3926e-10
     0.6186  9.5882e-10
     0.6263  1.1832e-09
     0.6341  1.2471e-09
     0.6420  1.4601e-09
     0.6500  1.6220e-09
     0.6581  1.7095e-09
     0.6663  1.8018e-09
     0.6746  1.9496e-09
     0.6831  2.0016e-09
     0.6916  2.4413e-09
     0.7002  2.5358e-09
     0.7089  2.6033e-09
     0.7178  2.6726e-09
     0.7267  3.1292e-09
     0.7358  3.1292e-09
     0.7450  3.2981e-09
     0.7543  3.2125e-09
     0.7637  3.2125e-09
     0.7732  3.2125e-09
     0.7828  3.2981e-09
     0.7926  3.2981e-09
     0.8025  3.2981e-09
     0.8125  3.0480e-09
     0.8226  3.2125e-09
     0.8329  3.2125e-09
     0.8433  3.2981e-09
     0.8538  3.2981e-09
     0.8645  3.1292e-09
     0.8752  3.0480e-09
     0.8862  3.2125e-09
     1.0031  1.0213e-08
     1.0156  1.0213e-08
     1.0283  9.4381e-09
     1.0411  9.4381e-09
     1.0541  9.6895e-09
     1.0672  1.0485e-08
     1.0806  1.0764e-08
     1.0940  1.0485e-08
     1.1077  1.0485e-08
     1.1215  1.0485e-08
     1.1355  1.0485e-08
     1.1496  9.1933e-09
     1.1640  8.7225e-09
     1.1785  7.6482e-09
     1.1932  7.0683e-09
     1.2081  7.2566e-09
     1.2232  7.0683e-09
     1.2384  7.0683e-09
     1.2539  7.2566e-09
     1.2695  7.2566e-09
     1.2853  6.8849e-09
     1.3014  6.8849e-09
     1.3176  6.8849e-09
     1.3340  6.8849e-09
     1.3507  6.0370e-09
     1.3675  6.0370e-09
     1.3846  5.8804e-09
     1.4019  5.8804e-09
     1.4193  6.8849e-09
     1.4370  7.2566e-09
     1.4550  7.2566e-09
     1.4731  7.4498e-09
     1.4915  7.6482e-09
     1.5101  7.6482e-09
     1.5289  7.4498e-09
     1.5480  7.4498e-09
     1.5673  7.4498e-09
     1.5869  7.6482e-09
     1.6067  7.2566e-09
     1.6267  7.0683e-09
     1.6470  6.8488e-09
     1.6675  4.5212e-09
     1.6883  4.1783e-09
     1.7094  3.8615e-09
     1.7307  3.2981e-09
     1.7523  2.8169e-09
     1.7742  2.8169e-09
     1.7963  2.8919e-09
     1.8187  2.8919e-09
     1.8414  3.0480e-09
     1.8643  3.0480e-09
     1.8876  3.0480e-09
     1.9111  2.8919e-09
     1.9350  2.7438e-09
     1.9591  2.5358e-09
     1.9835  2.4700e-09
     2.0083  2.4700e-09
     2.0333  2.4700e-09
     2.0587  2.3435e-09
     2.0844  2.2827e-09
     2.1104  2.2235e-09
     2.1367  1.9496e-09
     2.1634  1.8498e-09
     2.1903  1.7095e-09
     2.2177  1.3757e-09
     2.2453  5.8189e-10
     2.2733  4.0274e-10
     2.3017  2.5761e-10
     2.3304  1.6916e-10
     2.3595  1.8792e-10
     2.3889  2.2588e-10
     2.4187  2.3190e-10
     2.4489  2.3190e-10
     2.4794  2.2002e-10
     2.5103  2.4441e-10
     2.5416  3.1702e-10
     2.5733  3.5314e-10
     2.6054  3.5848e-10
     2.6379  3.6541e-10
     2.6708  3.8211e-10
     2.7042  4.8410e-10
     2.7379  5.8189e-10
     2.7720  9.5882e-10
     2.8066  1.1226e-09
     2.8416  9.3171e-10
     2.8771  6.8129e-10
     2.9130  5.3777e-10
     2.9493  4.9699e-10
     2.9861  4.8410e-10
     3.0233  2.5092e-10
