     2.0068  2.0344e-07
     2.0999  5.2983e-07
     2.2064  2.2615e-06
     2.2992  5.8126e-07
     2.4058  5.9948e-07
     2.5071  1.2802e-07
     2.6018  6.5767e-07
     2.7001  1.0779e-06
     2.8022  1.1117e-06
     2.9081  1.1825e-06
     3.0055  1.6103e-06
     3.1063  1.6608e-06
     3.2104  4.2684e-07
     3.3044  2.2318e-07
     3.4011  1.1465e-06
     3.5007  1.1825e-06
     3.6032  1.5138e-06
     3.7086  1.5613e-06
     3.8015  1.6103e-06
     3.9128  9.8251e-07
     4.0107  6.7829e-07
     4.0942  5.1372e-07
     4.1967  3.5466e-07
     4.3018  3.6578e-07
     4.4095  3.6578e-07
     4.5013  3.7725e-07
     4.5951  3.8908e-07
     4.6907  3.8908e-07
     4.8082  4.0128e-07
     4.9083  4.1386e-07
     5.0105  4.1386e-07
     5.1148  5.1372e-07
     5.1998  5.1372e-07
     5.3081  5.2983e-07
     5.3964  5.4645e-07
     5.5087  5.6358e-07
     5.6003  5.6358e-07
     5.7169  5.8126e-07
     5.8119  5.8126e-07
     5.8842  5.9948e-07
     5.9329  6.1828e-07
     5.9820  6.7829e-07
     6.0316  6.9956e-07
     6.1066  7.2150e-07
     6.2081  7.2150e-07
     6.3113  7.2150e-07
     6.3898  7.2150e-07
     6.5229  7.6746e-07
     6.6313  7.9153e-07
     6.7415  8.1635e-07
     6.8536  8.1635e-07
     6.9675  8.4195e-07
     7.0833  8.4195e-07
     7.1715  8.6836e-07
     7.2907  8.6836e-07
     7.3814  8.9559e-07
     7.5351  8.9559e-07
     7.6920  8.9559e-07
     7.7877  8.9559e-07
     7.9171  9.3598e-06
     8.0156  2.7581e-05
     8.1154  1.0922e-05
     8.2163  1.1117e-06
     8.2843  5.5373e-06
     8.3874  2.2220e-05
     8.4918  9.0752e-06
     8.5974  5.7109e-06
     8.7044  3.4845e-06
     8.8127  1.7666e-06
     8.8856  1.2196e-06
     9.0333  1.2196e-06
     9.2214  1.2578e-06
     9.4134  1.2578e-06
     9.5305  1.2973e-06
     9.7290  1.2973e-06
     9.8907  1.3379e-06
    10.0966  1.3379e-06
    10.2645  6.8733e-06
    10.4351  1.3799e-06
    10.6086  1.4232e-06
    10.8294  1.4678e-06
    10.9642  1.5138e-06
    11.1464  7.5404e-06
    11.1925  1.4874e-05
    11.2387  1.5138e-06
    11.4727  1.5613e-06
    11.6634  1.5613e-06
    11.8085  1.6103e-06
    12.0048  1.6103e-06
    12.1542  4.9591e-05
    12.2044  6.5477e-05
    12.3054  2.4377e-05
    12.4585  1.6829e-05
    12.7179  1.6829e-05
    12.8761  1.7357e-05
    13.0363  5.2750e-05
    13.1442  3.5310e-05
    13.3078  9.0752e-06
    13.5290  9.0752e-06
    13.8107  9.3598e-06
    13.9250  3.7559e-05
    13.9825  1.8791e-06
    14.1565  1.9041e-05
    14.2149  2.8446e-05
    14.4512  1.9638e-05
    14.7521  9.9560e-06
    14.8130  1.3983e-05
    14.9357  9.9560e-06
    15.0593  3.0258e-05
    15.1215  2.0254e-05
    15.1839  1.0268e-05
    15.3096  3.6417e-05
    15.3728  2.5929e-05
    15.5641  2.0615e-06
    15.6929  2.0889e-05
    15.8882  2.1928e-06
    16.0858  2.1544e-05
    16.2190  6.6643e-06
    16.3532  2.1544e-05
    16.4208  3.3195e-05
    16.5567  5.4404e-05
    16.8319  5.6110e-05
    17.0413  5.1146e-05
    17.1117  2.5589e-06
    17.5402  2.6391e-06
    17.6853  2.6743e-05
    17.8317  6.5477e-05
    17.9054  8.1276e-05
    17.9793  5.4404e-05
    18.1281  4.1204e-05
    18.2030  2.7219e-06
    18.4295  5.6110e-05
    18.6588  8.3825e-05
    18.8132  2.9338e-05
    18.9689  5.6110e-05
    19.0473  3.7559e-05
    19.2049  1.7588e-04
    19.3639  1.2915e-04
    19.4439  1.6032e-04
    19.5242  3.5780e-04
    19.6048  6.6350e-04
    19.6858  9.9122e-04
    19.8487  1.5751e-03
    19.9307  2.6625e-03
    20.0130  3.6257e-03
    20.0957  4.9373e-03
    20.2620  6.7234e-03
    20.4297  1.8626e-02
    20.5141  3.2471e-02
    20.6839  5.3217e-02
    20.7693  8.4567e-02
    20.8551  1.3439e-01
    20.9412  2.1355e-01
    21.0277  2.4162e-01
    21.2018  2.5702e-01
    21.3773  2.7339e-01
    21.6432  2.9080e-01
    21.9125  2.9533e-01
    22.0030  2.9533e-01
    22.0939  2.9080e-01
    22.1851  2.8635e-01
    22.2768  2.8196e-01
    22.3688  2.8196e-01
    22.4612  2.7339e-01
    22.5539  2.6920e-01
    22.6471  2.6920e-01
    22.7406  2.6920e-01
    22.8345  2.6920e-01
    22.9288  2.7339e-01
    23.0235  2.7764e-01
    23.1186  2.7764e-01
    23.2141  2.7339e-01
    23.3100  2.6508e-01
    23.4062  2.6508e-01
    23.5029  2.5702e-01
    23.6000  2.5702e-01
    23.6975  2.6102e-01
    23.7953  2.6508e-01
    23.8936  2.7764e-01
    23.9923  2.8635e-01
    24.0914  2.9533e-01
    24.1909  3.0933e-01
    24.2908  3.1903e-01
    24.3911  3.3415e-01
    24.4918  3.3935e-01
    24.5930  3.4999e-01
    24.6946  3.4999e-01
    24.7966  3.4999e-01
    24.8990  3.4999e-01
    25.0018  3.5544e-01
    25.1051  3.4999e-01
    25.2088  3.4463e-01
    25.3129  3.2903e-01
    25.4174  3.1414e-01
    25.5224  2.9992e-01
    25.6278  2.8635e-01
    25.7336  2.6920e-01
    25.8399  2.5308e-01
    25.9466  2.3792e-01
    26.0538  2.2025e-01
    26.1614  1.9769e-01
    26.2695  1.8561e-01
    26.3780  1.6941e-01
    26.4869  1.5185e-01
    26.5963  1.4076e-01
    26.7061  1.3233e-01
    26.8164  1.2250e-01
    26.9272  1.1340e-01
    27.0384  1.0661e-01
    27.1501  1.0022e-01
    27.2622  9.7174e-02
    27.3748  9.5685e-02
    27.4879  9.2996e-02
    27.6014  9.0264e-02
    27.7154  8.8576e-02
    27.8298  8.8576e-02
    27.9448  8.7219e-02
    28.0602  8.5883e-02
    28.1761  8.3272e-02
    28.2925  8.0740e-02
    28.4093  7.7086e-02
    28.5266  7.3597e-02
    28.6445  6.7085e-02
    28.7628  6.4049e-02
    28.8816  6.0213e-02
    29.0008  5.7488e-02
    29.1206  5.4045e-02
    29.2409  5.0809e-02
    29.3617  4.6314e-02
    29.4829  4.2216e-02
    29.6047  4.0305e-02
    29.7270  3.7892e-02
