objname,objtype,de2000,al2000,v,e_v,vopt,e_vopt,vrad,e_vrad,bt,e_bt,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,incl,logdc,btc,itc,ubtc,bvtc,m21c,hic,mabs,agnclass,kt,e_kt,it,e_it,ut,vt,mfir,e_ut,e_vt
PGC1456087,G ,14.3610103,13.5936571,1033.2,12,1005.2,22.4,1040,11.1,17.354,0.5,E,,,,,-5,2,0.531,0.098,0.139,0.027,75.66,70.54,0.546,17.208,16.305,,,20.325,3.118,-14.045,,,,16.363,0.051,18.191,,,0.036,
PGC1457381,G ,14.4111971,8.3802036,13.8,19.2,13.8,19.2,,,19.206,0.5,,,,,,,,0.437,0.102,0.1,0.028,65.64,38.13,,19.038,16.994,,,,,,,13.788,0.117,17.068,0.107,21.548,,,0.204,
PGC1466120,G ,14.7475521,12.0041535,16.8,10.2,16.8,10.2,,,18.426,0.5,,,,,,,,0.433,0.102,0.127,0.03,148.96,42.48,,18.27,16.262,,,,,,,13.697,0.111,16.33,0.076,19.799,,,0.053,
PGC1466669,G ,14.7664999,9.4654361,2126.4,3,2126.4,3,,,17.58,0.5,I,,,,,10,2,0.58,0.086,0.21,0.028,64.81,60.01,0.585,17.05,16.693,,,,,-15.416,,,,16.754,0.055,18.336,,,0.023,
PGC1474911,G ,15.0877037,11.4639739,134.3,24,134.3,24,,,18.338,0.354,,,,,,,,0.517,0.087,0.11,0.028,83.38,39.85,,18.163,17.636,,,,,,,13.05,0.1,17.713,0.286,19.079,,,0.019,
PGC1478071,G ,15.2029593,8.1024825,27.3,36.9,27.3,36.9,,,19.078,0.5,,,,,,,,0.482,0.105,0.37,0.028,66.38,66.81,,18.961,17.103,,,,,,,13.815,0.102,17.154,0.079,22.023,,,0.685,
PGC1481912,G ,15.3375058,10.6179999,724,3.8,,,724,3.8,17.53,0.5,,,,,,,,0.58,0.086,0.16,0.028,51,47.21,,17.362,,,,18.607,1.245,-12.934,,,,,,17.09,,,0.039,
PGC1487160,G ,15.5338558,11.2403246,857.2,1.8,856.6,0.9,867,3.8,16.534,0.5,E,,,,,-5,2,0.75,0.068,0.22,0.028,93.23,90,0.755,16.438,15.92,,,17.839,1.401,-14.256,,,,15.957,0.094,17.556,,,0.02,
PGC1492425,G ,15.7489489,8.3248474,23.4,18.9,23.4,18.9,,,18.127,0.5,,,,,,,,0.459,0.104,0.27,0.028,85.52,59.02,,17.962,16.797,,,,,,,,,16.869,0.109,19.251,,,0.036,
PGC1495467,G ,15.8801849,11.6156023,-18,17.7,-18,17.7,,,17.451,0.367,,,,,,,,0.459,0.104,0.042,0.028,,25.12,,17.254,15.844,,,,,,,13.517,0.173,15.931,0.089,18.887,,,0.035,
PGC1496034,G ,15.9030148,11.2240393,-230.8,48,-230.8,48,,,18.508,0.5,,,,,,,,0.411,0.105,0.09,0.028,41.26,36.3,,18.439,17.156,,,,,,,,,17.188,0.203,19.65,,,0.109,
PGC1496799,G ,15.9358618,15.6516349,24.8,42.4,24.8,42.4,,,18.254,0.5,,,,,,,,0.48,0.103,0.32,0.028,0.3,63.17,,18.075,16.142,,,,,,,13.075,0.058,16.221,0.072,20.103,,,0.11,
PGC1502483,G ,16.1720213,11.4247123,864.6,3.2,864.6,3.2,,,16.978,0.664,S0,,,,,-2,2,0.749,0.073,0.172,0.028,167.84,57.23,0.755,16.855,15.54,,,,,-13.928,,,,15.589,0.057,17.532,,,0.028,
PGC1502546,G ,16.1750438,16.182599,-407.7,24.9,-407.7,24.9,,,17.853,0.5,,,,,,,,0.461,0.098,0.19,0.027,108.55,50.94,,17.647,16.252,,,,,,,13.39,0.18,16.345,0.073,18.623,,,0.038,
PGC1507946,G ,16.4021555,7.9158111,29.1,18.6,29.1,18.6,,,16.574,0.5,,,,,,,,0.608,0.102,0.097,0.029,81.6,37.6,,16.395,15.42,,,,,,,14.14,0.1,15.499,0.073,17.707,,,0.028,
PGC1510033,G ,16.4908595,16.1384065,1138.6,2.9,1141.5,5.9,1137,4.3,19.018,1.272,IB,B,,,,10,2,0.551,0.095,0.44,0.028,46.02,90,0.551,18.007,18.274,,,17.086,-0.921,-13.51,,,,18.36,1.304,20.406,,,0.971,
PGC1514594,G ,16.6870727,15.9635829,5.1,24.6,5.1,24.6,,,17.038,0.5,,,,,,,,0.574,0.084,0.156,0.035,41.47,46.73,,16.889,15.756,,,,,,,13.494,0.1,15.821,0.084,17.887,,,0.017,
PGC1517786,G ,16.8211238,11.2974444,3184,4.9,,,3184,4.9,17.654,0.5,,,,,,,,0.569,0.09,0.251,0.027,141.9,57.25,,17.54,16.985,,,17.11,-0.43,-15.845,,,,17.021,0.072,18.105,,,0.037,
PGC1518884,G ,16.8627275,8.6665606,68.7,12.3,68.7,12.3,,,17.217,0.5,,,,,,,,0.637,0.08,0.432,0.028,85.84,70.77,,17.111,15.429,,,,,,,12.568,0.167,15.475,0.094,18.815,,,0.063,
PGC1519789,G ,16.9010002,8.2676475,2850.5,5.3,2848.3,1.3,2875,4.3,17.434,0.5,E,,,,,-5,2,0.455,0.1,0.087,0.037,70.36,52.04,0.48,17.214,16.692,,,17.458,0.244,-15.854,,,,16.771,0.105,17.675,,,0.203,
PGC1531600,G ,17.3894335,11.1371992,2941.3,2.7,2942.1,1,2926,4.3,18.93,1.109,I,,,,,10,2,0.42,0.108,0.14,0.028,74.73,49.32,0.422,18.585,18.722,,,17.066,-1.519,-14.633,,,,18.759,1.36,19.259,,,0.912,
PGC1534499,G ,17.5097116,11.3570143,1042.1,11.4,1042.1,11.4,,,16.46,0.5,Sm,,,,,9,2,0.92,0.054,0.25,0.028,145,65.47,0.92,15.892,,,,,,-15.215,,,,,,,,,,
PGC1534645,G ,17.5155271,11.2234363,79.4,21,79.4,21,,,17.84,0.5,,,,,,,,0.578,0.083,0.156,0.035,171.93,46.72,,17.762,16.93,,,,,,,,,16.965,0.101,18.704,,,0.028,
PGC1534834,G ,17.5241549,8.0066498,2048.8,1.1,2048.5,1,2053.9,4.2,16.139,0.396,I,,,,,10,2,0.59,0.085,0.14,0.028,19.16,49.32,0.595,15.761,15.56,,,16.221,0.46,-16.581,,13.798,0.085,15.612,0.064,17.123,,,0.056,
PGC1542712,G ,17.8248148,8.0402861,10.8,24,10.8,24,,,18.545,0.5,,,,,,,,0.349,0.115,0.096,0.034,,37.41,,18.441,16.814,,,,,,,,,16.86,0.092,20.122,,,0.106,
PGC1546014,G ,17.946806,7.8310489,42,29.4,42,29.4,,,17.101,0.5,,,,,,,,0.479,0.101,0.075,0.033,4.15,33.37,,16.852,15.409,,,,,,,12.652,0.091,15.518,0.079,18.879,,,0.037,
PGC1547136,G ,17.9881626,8.728307,5.7,14.7,5.7,14.7,,,17.839,0.5,,,,,,,,0.456,0.101,0.084,0.034,127.11,35.23,,17.735,16.396,,,,,,,13.711,0.246,16.441,0.073,19.104,,,0.083,
PGC1553230,G ,18.2114457,11.2683343,872.8,72.8,963.4,3.7,756,4.3,16.506,0.544,E,,,,,-5,2,0.723,0.068,0.057,0.029,,41.18,0.735,16.404,14.992,,,17.767,1.363,-14.379,,12.869,0.096,15.032,0.115,17.532,,,0.119,
PGC1559505,G ,18.4340059,15.8598335,-36,13.5,-36,13.5,,,18.361,0.5,,,,,,,,0.338,0.122,0.12,0.028,133.26,41.47,,18.199,16.469,,,,,,,14.373,0.068,16.54,0.084,20.224,,,0.093,
PGC1559955,G ,18.4505622,7.7974549,-3,22.8,-3,22.8,,,16.913,0.5,,,,,,,,0.521,0.099,0.294,0.03,116.2,61.05,,16.704,15.58,,,,,,,13.068,0.07,15.673,0.08,18.326,,,0.024,
PGC1562327,G ,18.5299537,15.997776,2572.4,1.2,2572.4,1.6,2568.6,15.6,17.319,0.54,Sm,,,,,9,1.7,0.74,0.069,0.341,0.027,9.16,78.34,0.748,16.452,15.886,,,15.978,-0.474,-16.584,,,,15.988,0.078,17.744,,,0.159,
PGC1572075,G ,18.841658,8.1203201,-36,19.2,-36,19.2,,,17.007,0.5,,,,,,,,0.489,0.094,0.15,0.028,159.08,45.87,,16.857,15.653,,,,,,,13.29,0.099,15.719,0.077,18.238,,,0.019,
PGC1577636,G ,19.0127895,16.0140241,-60,36.3,-60,36.3,,,17.901,0.5,,,,,,,,0.609,0.086,0.15,0.028,86.67,45.87,,17.706,16.456,,,,,,,,,16.542,0.305,19.432,,,0.154,
PGC1583917,G ,19.2004942,8.9506437,66.3,18.3,66.3,18.3,,,17.431,0.5,,,,,,,,0.544,0.101,0.291,0.027,106.67,60.87,,17.291,16.116,,,,,,,14.148,0.087,16.177,0.122,18.518,,,0.028,
PGC1586615,G ,19.2777425,13.2690524,2674,4.3,,,2674,4.3,18.84,0.5,,,,,,,,0.48,0.099,0.35,0.028,13,65.41,,18.674,,,,17.653,-1.022,-14.393,,,,,,,,,,
PGC1599237,G ,19.618788,9.2274931,443.5,3,445.1,1.6,433,4.3,17.343,0.395,I,,,,,10,2,0.749,0.065,0.303,0.028,125.68,72.52,0.755,16.59,16.305,,,17.104,0.515,,,,,16.389,0.14,17.959,,,0.155,
PGC1602186,G ,19.6957322,16.5367569,2500.3,60,2500.3,60,,,18.2,0.5,Sc,,,,,4.8,3,0.65,0.078,0.38,0.028,30,68.27,0.657,17.316,,,,,,-15.689,,,,,,,,,,
PGC1605138,G ,19.7767294,8.217716,98.3,19.2,98.3,19.2,,,17.205,0.5,,,,,,,,0.509,0.097,0.292,0.028,5.37,60.95,,17.052,15.949,,,,,,,13.205,0.146,16.016,0.072,18.423,,,0.019,
PGC1609997,G ,19.9148226,8.1117822,28.5,6.6,28.5,6.6,,,17.74,0.5,,,,,,,,0.576,0.086,0.31,0.028,4.92,62.39,,17.58,15.78,,,,,,,12.954,0.06,15.85,0.075,19.672,,,0.06,
PGC1614037,G ,20.0327633,10.4096421,1017.5,8.9,1017.5,8.9,,,16.697,0.5,E,,,,,-5,2,0.704,0.086,0.191,0.027,101.07,90,0.709,16.601,15.568,,,,,-14.429,,,,15.604,0.071,17.928,,,0.054,
PGC1615610,G ,20.0787401,10.4604225,1267.8,349,1267.8,349,,,17.518,0.5,I,,,,,10,2,0.661,0.084,0.293,0.029,91.09,71.26,0.658,16.882,16.472,,,,,-14.573,,,,16.512,0.073,18.73,,,0.231,
PGC1619003,G ,20.1779195,10.3876105,1143.5,4.9,1143.5,4.9,,,17.18,0.5,E,,,M,,-5,2,0.658,0.098,0.284,0.031,109.7,90,0.663,17.057,15.672,,,,,-14.196,,,,15.719,0.304,17.432,,,0.087,
PGC1619898,G ,20.2044384,7.7146943,30,23.1,30,23.1,,,17.974,0.5,,,,,,,,0.357,0.116,0.09,0.028,78.7,36.3,,17.759,16.707,,,,,,,15.115,0.119,16.801,0.071,18.97,,,0.024,
PGC1619923,G ,20.2058816,17.1220377,-104.9,22.5,-104.9,22.5,,,17.969,0.5,,,,,,,,0.41,0.105,0.216,0.031,32.24,53.78,,17.701,16.782,,,,,,,,,16.9,0.101,18.966,,,0.027,
PGC1622395,G ,20.2769919,7.8022048,-36,17.1,-36,17.1,,,18.247,0.5,,,,,,,,0.371,0.115,0.073,0.029,149.56,32.85,,18.067,16.521,,,,,,,14.11,0.077,16.6,0.073,20.071,,,0.052,
PGC1641567,G ,21.0472728,8.2068483,66.6,9,66.6,9,,,19.486,0.5,,,,,,,,0.414,0.107,0.287,0.029,53.06,60.5,,19.257,17.234,,,,,,,14.846,0.107,17.335,0.071,22.041,,,0.386,
PGC1642468,G ,21.0873692,16.7862989,2727.7,0.9,2727.7,0.9,,,17.35,0.5,S?,,,,,10,5,0.528,0.093,0.257,0.029,102.2,66.36,0.537,16.665,17.566,,,,,-16.523,,,,17.657,0.32,17.817,,,0.115,
PGC1645749,G ,21.235828,8.3300522,1958.2,1.3,1958.2,1.3,,,17.434,0.5,I,,,,,10,2,0.5,0.096,0.13,0.028,138.58,47.59,0.513,16.994,16.447,,,,,-15.303,,,,16.534,0.073,18.177,,,0.023,
PGC1646422,G ,21.2654257,17.8365315,3221.7,4.3,3222,60,3221.7,6,16.57,0.5,Sc,,,,,6,2,0.66,0.077,0.27,0.028,164.5,59.02,0.686,15.684,,,,16.569,0.885,-17.831,,13.595,0.166,,,,,,,
PGC1648097,G ,21.3439242,16.217876,-152.9,42.3,-152.9,42.3,,,18.741,0.5,,,,,,,,0.389,0.114,0.156,0.035,75.76,46.73,,18.351,16.815,,,,,,,14.083,0.143,16.987,0.072,19.894,,,0.119,
PGC1648817,G ,21.3800381,8.025624,2104.5,1.7,2104.5,2.5,2103,11.1,17.257,0.5,I,,,,,10,1.4,0.55,0.114,0.273,0.03,168.56,68.59,0.561,16.524,16.376,,,18.118,1.594,-15.902,,,,16.474,0.053,17.966,,,0.059,
PGC1659838,G ,21.9156868,11.7591445,128.6,39.3,128.6,39.3,,,18.706,0.5,,,,,,,,0.458,0.099,0.127,0.029,21.47,42.53,,18.602,17.069,,,,,,,,,17.114,0.072,20.085,,,0.111,
PGC1664006,G ,22.1253742,11.535173,1178.4,1,1178.5,1.5,1178,4.3,17.36,0.5,I,,,,,10,2,0.556,0.088,0.14,0.028,13.22,49.32,0.558,17.018,16.489,,,17.989,0.971,-14.371,,,,16.525,0.07,18.085,,,0.032,
PGC1664603,G ,22.1564834,10.3173541,1353,60,1353,60,,,18.43,0.5,S?,,,,,10,5,0.47,0.1,0.32,0.028,1,75.01,0.47,17.699,,,,,,-13.88,,13.578,0.036,,,,,,,
PGC1670286,G ,22.4594529,16.8720428,-42,55.8,-42,55.8,,,17.805,0.5,,,,,,,,0.553,0.086,0.37,0.028,167.54,66.81,,17.48,16.57,,,,,,,,,16.714,0.342,18.818,,,0.093,
PGC1672146,G ,22.5571116,14.3039534,2596.1,2.3,2596.1,2.3,,,18.261,0.5,I,,,,,10,2,0.47,0.1,0.3,0.028,135.44,72.18,0.47,17.573,17.625,,,,,-15.495,,,,17.682,0.062,18.758,,,0.184,
PGC1674543,G ,22.6968472,8.3730913,2077.1,3,2077.1,3,,,16.344,0.5,E,,,,,-5,2,0.56,0.088,0.14,0.028,145.54,70.89,0.587,16.112,15.094,,,,,-16.314,,13.499,0.163,15.182,0.144,17.304,,,0.106,
PGC1679813,G ,23.0092106,7.8848186,57.6,35.7,57.6,35.7,,,19.027,0.5,,,,,,,,0.421,0.104,0.12,0.028,173.18,41.47,,18.758,17.572,,,,,,,14.208,0.141,17.69,0.077,19.738,,,0.075,
PGC1681736,G ,23.1170631,17.0043381,3012.1,1.1,3012.1,1.1,,,20.39,0.5,,,,,,,,0.57,0.087,0.37,0.028,19.03,66.81,,20.046,20.312,,,,,-13.339,,,,20.45,0.097,20.329,,,0.058,
PGC1683820,G ,23.2356313,16.5037952,-42,31.2,-42,31.2,,,18.703,0.5,,,,,,,,0.351,0.139,0.08,0.028,34.84,34.35,,18.486,16.927,,,,,,,,,17.023,0.082,20.262,,,0.073,
PGC1686826,G ,23.406319,15.4388943,-89.9,19.8,-89.9,19.8,,,18.46,0.5,,,,,,,,0.54,0.095,0.24,0.028,100.61,56.22,,18.18,16.823,,,,,,,,,16.947,0.101,20.167,,,0.069,
PGC1690280,G ,23.6041592,15.9376203,4.8,20.1,4.8,20.1,,,19.21,0.5,,,,,,,,0.389,0.129,0.04,0.027,,24.5,,18.915,16.814,,,,,,,14.365,0.1,16.943,0.077,21.114,,,0.164,
PGC1690277,G ,23.6023278,7.9572293,2339,11.5,2339,11.5,,,17.766,0.5,E,,,,,-5,2,0.499,0.099,0.03,0.028,,29.5,0.546,17.433,16.472,,,,,-15.227,,,,16.603,0.053,18.899,,,0.237,
PGC1694834,G ,23.8495096,7.9878268,2231.6,1.6,2231.4,1.6,2242,11.1,17.925,0.5,E,,,,,-5,2,0.353,0.125,0.115,0.032,118.63,61.38,0.377,17.713,16.949,,,20.028,2.316,-14.872,,,,17.028,0.095,18.846,,,0.079,
PGC1697033,G ,23.9650731,10.5137967,1323.9,2.3,1325.4,2,1318.7,3.7,15.974,0.5,Scd,,,,,7,2,0.721,0.078,0.041,0.027,,24.77,0.726,15.818,15.054,,,18.088,2.27,-15.761,,,,15.088,0.046,16.932,,,0.059,
PGC1719550,G ,24.8991072,8.2877603,1898.9,5.5,1898.9,5.5,,,17.025,0.5,E,,,,,-5,2,0.613,0.092,0.09,0.028,178.23,52.98,0.637,16.823,15.673,,,,,-15.431,,13.876,0.179,15.75,0.082,18.212,,,0.304,
PGC1724251,G ,25.0593724,12.1821561,662.6,2,662.6,2,,,17.385,0.5,S0,,,,,-2,2,0.532,0.1,0.087,0.037,159.2,40.72,0.542,17.258,16.366,,,,,-13.145,,,,16.418,0.057,18.491,,,0.045,
PGC1724473,G ,25.0672968,11.4551976,-59.1,42.4,-59.1,42.4,,,16.911,0.432,,,,,,,,0.583,0.096,0.235,0.032,142.81,55.77,,16.828,15.402,,,,,,,12.893,0.09,15.438,0.073,17.578,,,0.016,
PGC1726175,G ,25.123411,13.5417603,360,3.8,,,360,3.8,17.26,0.5,I,,,,,10,2,0.7,0.073,0.2,0.028,162,58.6,0.697,16.831,,,,18.429,1.597,-12.838,,,,,,17.67,,,0.039,
PGC1729576,G ,25.2312792,10.015191,1436.2,1.3,1436.6,1,1430,3.8,18.181,0.5,I,,,,,9.5,1.5,0.415,0.101,0.073,0.027,,36.01,0.428,17.881,17.692,,,18.143,0.261,-13.873,,,,17.764,0.08,18.768,,,0.052,
PGC1729964,G ,25.2431618,8.4530611,1951.9,1.7,1951.2,1.2,1958,3.6,16.746,0.5,Scd,,,M,,7,2,0.826,0.08,0.435,0.032,67.13,70.39,0.826,15.773,15.695,,,17.62,1.847,-16.524,,,,15.777,0.088,17.771,,,0.054,
PGC1738874,G ,25.5011479,11.5227978,2872.3,0.8,2872.6,1,2869.7,3.3,15.786,0.5,I,,,,,10,2,0.799,0.073,0.249,0.026,179.89,65.35,0.797,15.237,15.095,,,15.527,0.29,-17.951,,14.057,0.264,15.133,0.044,16.485,,,0.075,
PGC1739535,G ,25.5184903,8.6977278,27,25.5,27,25.5,,,17.28,0.5,,,,,,,,0.681,0.081,0.39,0.028,101.3,68.15,,17.079,15.537,,,,,,,12.928,0.06,15.625,0.081,18.739,,,0.055,
PGC1742356,G ,25.5982282,8.4442218,2332.7,1.9,2332.7,1.9,,,16.822,0.354,E,,,M,,-5,2,0.537,0.091,0.095,0.033,110.84,54.6,0.587,16.45,15.396,,,,,-16.247,,13.433,0.071,15.544,0.137,17.83,,,0.03,
PGC1744110,G ,25.6437662,15.4647401,1470.7,0.8,1470.7,1.1,1477,11.1,18.331,0.5,E,,,,,-5,2,0.4,0.114,0.13,0.028,98.45,66.92,0.43,18.086,17.46,,,19.893,1.807,-13.932,,,,17.558,0.131,19.004,,,0.045,
PGC1745706,G ,25.6840932,8.8324066,2415.2,8.1,2411.2,1.2,2447.7,3.5,16.844,0.5,I,,,,,10,2,0.58,0.086,0.26,0.028,157.31,66.8,0.585,16.193,16.13,,,16.499,0.307,-16.577,,14.61,0.1,16.204,0.096,17.489,,,0.024,
PGC1746243,G ,25.6978862,8.966839,1897.1,0.4,1897.1,0.7,1897.1,3.8,17.464,0.5,I,,,,,10,2,0.46,0.102,0.16,0.028,41.12,52.6,0.469,17.005,16.756,,,17.685,0.681,-15.249,,,,16.827,0.057,17.994,,,0.015,
PGC1751005,G ,25.8171722,16.971136,708.7,1.1,708.7,1.1,,,17.504,0.5,E,,,,,-5,3,0.53,0.092,0.07,0.028,80.91,46.02,0.57,17.225,16.423,,,,,-13.558,,,,16.54,0.065,18.516,,,0.028,
PGC1774264,G ,26.3859918,11.3031342,2814.3,1.8,2813.2,2.4,2817,3.8,16.799,0.5,I,,,,,10,2,0.586,0.101,0.18,0.028,129.52,55.67,0.586,16.392,16.14,,,17.589,1.197,-16.766,,,,16.171,0.042,17.359,,,0.071,
PGC1778095,G ,26.4863999,12.8737084,-36,5.7,-36,5.7,,,17.755,0.5,,,,,,,,0.34,0.121,0.04,0.028,,24.64,,17.703,15.996,,,,,,,14.088,0.066,16.019,0.071,19.196,,,0.037,
PGC1782383,G ,26.6092009,9.1596594,2783.6,3.9,2788.9,3.6,2779,3.4,16.14,0.5,Sd,,,,,8,2,0.71,0.072,0.11,0.028,104.1,43.91,0.719,15.792,15.279,,,16.043,0.251,-17.276,,,,15.34,0.067,17.108,,,0.033,
PGC1785176,G ,26.6894021,14.0528165,0.6,9.9,0.6,9.9,,,19.115,0.5,,,,,,,,0.388,0.113,0.22,0.028,112.42,54.21,,19.044,16.948,,,,,,,14.752,0.118,16.98,0.072,20.739,,,0.149,
PGC1785290,G ,26.6918173,15.9570194,-21,13.8,-21,13.8,,,17.788,0.5,,,,,,,,0.409,0.112,0.135,0.032,8.04,43.76,,17.589,16.131,,,,,,,13.834,0.098,16.219,0.124,19.182,,,0.047,
PGC1795712,G ,27.026405,15.9551575,-24,20.7,-24,20.7,,,16.531,0.5,,,,,,,,0.676,0.073,0.161,0.027,83.28,47.32,,16.36,15.406,,,,,,,12.848,0.099,15.482,0.071,17.394,,,0.011,
PGC1798058,G ,27.111011,10.3958226,523.3,2.1,522.9,0.6,540,3.8,17.014,0.502,I,,,,,10,2,0.63,0.086,0.143,0.029,51.58,49.78,0.636,16.626,15.962,,,17.367,0.741,-13.185,,,,16.016,0.046,17.15,,,0.064,
PGC1798414,G ,27.123397,8.3235695,-36,5.4,-36,5.4,,,17.144,0.379,,,,,,,,0.517,0.093,0.117,0.029,114.68,41.02,,16.997,14.919,,,,,,,12.709,0.041,14.984,0.072,18.668,,,0.025,
PGC1798958,G ,27.1445,18.3156972,2985,8.1,2985,60,2985,11.6,18.1,0.5,Sm,,,,,9,1.7,0.72,0.071,0.58,0.028,90,90,0.747,16.493,,,,14.685,-1.808,-16.865,,,,,,,,,,
PGC1805131,G ,27.3411844,16.1015267,-77.9,24,-77.9,24,,,17.88,0.5,,,,,,,,0.508,0.114,0.27,0.028,168.11,59.02,,17.717,16.305,,,,,,,13.539,0.113,16.378,0.075,19.364,,,0.039,
PGC1805331,G ,27.3485082,15.9709407,-134.9,25.2,-134.9,25.2,,,18.551,0.5,,,,,,,,0.328,0.125,0.117,0.029,161.34,40.99,,18.366,17.321,,,,,,,,,17.403,0.072,19.58,,,0.041,
PGC1811934,G ,27.5686639,8.2854729,18.9,10.8,18.9,10.8,,,17.954,0.5,,,,,,,,0.468,0.102,0.257,0.036,125.02,57.8,,17.812,15.899,,,,,,,12.792,0.093,15.962,0.074,19.839,,,0.054,
PGC1812371,G ,27.5835363,16.3085395,-6,7.5,-6,7.5,,,17.815,0.5,,,,,,,,0.525,0.091,0.099,0.027,125,37.91,,17.61,15.822,,,,,,,13.453,0.084,15.912,0.073,19.417,,,0.058,
PGC1813002,G ,27.6051917,13.3375811,2423,3.8,,,2423,3.8,17.556,0.5,,,,,,,,0.448,0.105,0.056,0.03,,29.1,,17.463,17.07,,,17.597,0.135,-15.444,,,,17.1,0.071,18.362,,,0.047,
PGC1813510,G ,27.6232945,10.87059,1583,2.1,1583,2.1,,,17.382,0.5,E,,,,,-5,2,0.526,0.092,0.03,0.027,,29.59,0.537,17.282,16.431,,,,,-14.685,,,,16.465,0.061,18.268,,,0.233,
PGC1818175,G ,27.7953141,12.2856136,971.1,10.7,971.1,10.7,,,16.16,0.5,E,,,,,-5,2,0.75,0.068,0.206,0.034,46.68,90,0.756,16.055,15.059,,,,,-15.052,,,,15.098,0.222,17.328,,,0.135,
PGC1823017,G ,27.9796248,10.8521959,1849,3.1,1849,3.1,,,19.095,1.14,I,,,,,10,2,0.585,0.084,0.102,0.028,142.37,42.38,0.591,18.796,18.325,,,,,-13.501,,,,18.373,1.172,19.652,,,1.109,
PGC1824266,G ,28.0259449,10.5321615,449.6,2.5,447.7,2,454.9,3.4,16.774,0.372,I,,,,,10,2,0.485,0.11,0.034,0.031,,24.83,0.495,16.59,16.303,,,17.826,1.236,-13.64,,,,16.356,0.208,17.471,,,0.019,
PGC1831799,G ,28.2974816,11.3467001,2235.8,3.4,2238,2.1,2227,4.3,17.247,0.5,I,,,,,10,2,0.716,0.09,0.49,0.028,147.36,90,0.705,16.255,16.498,,,16.697,0.442,-16.443,,,,16.535,0.082,17.961,,,0.048,
PGC1832164,G ,28.3090372,13.0674213,738.8,4.3,742.1,2.4,729,4.3,16.839,0.5,I,,,,,10,2,0.71,0.072,0.38,0.028,58.33,90,0.699,16.094,16.058,,,16.343,0.249,-14.6,,,,16.075,0.058,17.585,,,0.095,
PGC1835227,G ,28.4201784,10.5392588,1622.2,1.2,1622.2,1.2,,,17.615,0.356,I,,,,,10,2,0.494,0.107,0.144,0.031,50.31,50.01,0.498,17.244,16.599,,,,,-14.774,,,,16.644,0.099,18.548,,,0.076,
PGC1839154,G ,28.5530474,12.315902,322.9,22.8,322.9,22.8,,,16.235,0.5,E,,,,,-5,2,0.91,0.063,0.306,0.031,8.59,90,0.918,16.107,15.156,,,,,,,,,15.211,0.102,17.54,,,0.055,
PGC1840482,G ,28.5985984,12.2035599,-21,18.3,-21,18.3,,,18.215,0.5,,,,,,,,0.438,0.101,0.269,0.027,95,58.95,,18.135,17.612,,,,,,,14.633,0.091,17.648,0.134,18.914,,,0.038,
PGC1845056,G ,28.7579575,9.4830747,1228.1,1.4,1228.6,1.2,1222.8,4.1,16.612,0.356,I,,,,,10,2,0.713,0.069,0.226,0.035,47.85,62.26,0.712,16.101,15.647,,,16.5,0.399,-15.288,,,,15.687,0.075,17.489,,,0.03,
PGC1846725,G ,28.8117784,12.9851095,998.3,3.4,999.4,4.4,992,10.9,17.243,0.5,I,,,,,10,2,0.61,0.082,0.29,0.028,107.73,70.81,0.602,16.662,16.533,,,19.409,2.747,-14.59,,,,16.552,0.11,17.957,,,0.036,
PGC1849931,G ,28.9139444,12.2842773,884.6,15.8,884.6,15.8,,,16.634,0.5,SABc,B,,,,6.5,1.5,0.641,0.107,0.106,0.034,140.49,39.02,0.645,16.357,15.53,,,,,-14.594,,,,15.567,0.08,18.135,,,0.207,
PGC1853813,G ,29.0391035,12.354613,618.2,8,618.2,8,,,16.564,0.5,E?,,,,,-1.3,5.3,0.595,0.098,0.055,0.032,154.95,31.66,0.604,16.446,15.353,,,,,-13.957,,13.717,0.154,15.401,0.05,17.709,,,0.018,
PGC1856266,G ,29.1177645,13.2946432,8.1,47.4,8.1,47.4,,,19.233,0.5,,,,,,,,0.345,0.125,0.125,0.033,,42.22,,19.189,16.923,,,,,,,14.748,0.138,16.942,0.136,20.915,,,0.189,
PGC1868039,G ,29.491725,11.5615852,-48,12.9,-48,12.9,,,17.618,0.5,Sc,,,,,6,2,0.589,0.082,0.107,0.028,144.53,39.42,0.594,17.332,15.583,,,,,,,13.005,0.058,15.625,0.185,19.355,,,0.09,
PGC1871876,G ,29.6095889,15.5699021,37.2,6.3,37.2,6.3,,,17.09,0.5,Sc,,,,,6,2,0.678,0.072,0.05,0.028,115.94,27.45,0.687,16.887,15.23,,,,,,,12.73,0.087,15.28,0.081,18.672,,,0.03,
PGC1874400,G ,29.6834517,13.510505,-39,13.8,-39,13.8,,,17.679,0.5,,,,,,,,0.382,0.12,0.045,0.033,,26.22,,17.614,16.09,,,,,,,13.685,0.08,16.119,0.124,18.837,,,0.049,
PGC1879598,G ,29.8259979,14.3995217,3094.8,4.1,3058,60,3095,4.9,16.906,0.5,Sc,,,,,5.8,2.6,0.658,0.08,0.404,0.03,27.12,69.15,0.651,16.098,15.943,,,17.884,1.786,-17.34,,14.18,0.098,15.984,0.071,17.715,,,0.022,
PGC1884688,G ,29.9587871,12.2301019,224.7,0.9,224.8,1,221,4.9,17.472,0.354,I,,,,,10,2,0.38,0.134,0.04,0.028,,26.82,0.387,17.314,16.724,,,18.294,0.981,,,,,16.761,0.057,17.956,,,0.031,
